delta,theta,alpha,beta,gamma,f1,f2,f3,f4
1.6564892948249029e+25,2.2541337274367233e+25,2.257247630473585e+25,1.0192893785660096e+26,8.474385341369751e+25,804805348840.5765,28911907547095.285,1130000000000000.0,-2040000000000.0
6516724720181259.0,8806641622157908.0,8759625251138636.0,3.838553646264729e+16,3.104441506007806e+16,15692497.238560777,551087190.6990858,21200000000.0,-143000000.0
2501258503689709.0,3408393994222556.0,3401408326289719.5,1.5237349381326276e+16,1.2711117850236674e+16,9722557.855672851,346756323.8790415,13200000000.0,-232000.0
2.3790548362725673e+26,3.226285679742512e+26,3.2251016827106276e+26,1.4499757054207376e+27,1.2089331115611799e+27,3058736856470.738,109254305026912.11,4100000000000000.0,-102000000.0
2.5787161325158323e+25,3.440547220307645e+25,3.4432444884777284e+25,1.5525825057586322e+26,1.2922815099788112e+26,962946487323.8562,35783983683967.26,1580000000000000.0,-1760000000000.0
1.1790964155106013e+27,1.600620457443391e+27,1.602381832550772e+27,7.230985695663978e+27,6.016032584227618e+27,6807179734706.215,243671978348103.75,9180000000000000.0,-13700000000000.0
5.319381532475953e+22,7.1479058408151775e+22,7.140219694646421e+22,3.204289612329593e+23,2.6733137326879052e+23,45360977492.75555,1626470540833.7004,64200000000000.0,-122000000.0
4273055975264034.0,5740410835298921.0,5729790246318024.0,2.557248828483463e+16,2.097764391819638e+16,12415646.669273235,448489683.21291894,19200000000.0,-68900000.0
3225853902934978.5,4436872780318391.0,4418044569960400.0,1.9639493822409876e+16,1.6270528607720396e+16,10634903.863981793,391642888.3149112,17400000000.0,-74600.0
3.768571103472879e+16,5.146647907429013e+16,5.161573443559521e+16,2.340894188420321e+17,1.9405568005794893e+17,37733605.66701354,1354078231.7316265,51200000000.0,-276000000.0
2.2839992401396337e+22,3.0481438956832785e+22,3.0452180218988984e+22,1.3669182086921562e+23,1.1398428249128783e+23,28887568932.44379,1062921947407.2886,46200000000000.0,-13500000.0
1.1390327032384065e+27,1.5421966388525032e+27,1.5430724598625965e+27,6.953768977344658e+27,5.789112748366723e+27,6695201469592.319,239096564488944.78,8650000000000000.0,-7610000000000.0
5143689133732497.0,6922505824368703.0,6940512416410910.0,3.1426638838200276e+16,2.590920437339649e+16,13570927.039701926,497395062.37485516,21300000000.0,-99900000.0
7.196598387172442e+26,9.684733645496045e+26,9.676612594220713e+26,4.345270490382294e+27,3.625454123825284e+27,5292406389748.47,189365525786670.8,7320000000000000.0,-111000000.0
1.3384025760158879e+20,1.7875907041923747e+20,1.6419542377484665e+20,4.420118734285035e+20,4.879554118351142e+19,1662992319.8385942,58976679586.62037,2250000000000.0,-10800000000.0
3358600947525471.5,4485256787879083.0,4412627865115544.0,1.8398294653355504e+16,1.319470735901022e+16,11113135.311255908,363620654.25111926,14200000000.0,-30700000.0
6.17563268738002e+19,7.80348472973814e+19,7.1588176996896145e+19,1.9162626217859547e+20,2.0259580322205966e+19,1102119133.06453,39511498652.09052,1530000000000.0,-5360000000.0
2.710795827202593e+24,3.680601894141714e+24,3.680062701105526e+24,1.6554681625335203e+25,1.3797221718662967e+25,326208486698.8038,11669945444924.082,446000000000000.0,-17900000000.0
1.266053357588341e+27,1.71157144578331e+27,1.713386499632372e+27,7.730658180514504e+27,6.43030568336983e+27,7052478899443.186,252013578933377.4,9180000000000000.0,-13700000000000.0
1451756329299828.8,1962403672525861.5,1949572852092559.8,8534828407303170.0,6874185085000213.0,7416835.492902305,256743917.51851115,9560000000.0,-6910000.0
2172188719507241.0,2946716209020898.5,2942762354504300.0,1.319244360723199e+16,1.0929124560941558e+16,9071523.952267472,322239356.9086332,11800000000.0,-20300000.0
1.7170206443608128e+16,2.3123744820369896e+16,2.3143908277378376e+16,1.0445140013592168e+17,8.686563153193611e+16,24990405.155106705,909732790.2034917,38200000000.0,-151000000.0
6.398107045323756e+23,8.608194035887934e+23,8.610663052652662e+23,3.870739085566475e+24,3.1972937389772594e+24,157465776060.04352,5614972549080.848,219000000000000.0,-259000000000.0
3460287750145802.5,4731420211693710.0,4724391951105762.0,2.1197984260452676e+16,1.768012503150618e+16,11369479.98722927,408432509.3682252,16400000000.0,-188000.0
3.463997232286094e+26,4.687462453101473e+26,4.6884481079857734e+26,2.1109733581612474e+27,1.7585600315721667e+27,3692056528465.4614,131795915328358.38,4740000000000000.0,-5530000000000.0
3.2883667098989636e+23,4.413832203393266e+23,4.4146250333062064e+23,1.983874200029605e+24,1.638635919158396e+24,112154129158.46446,4020910176989.385,163000000000000.0,-185000000000.0
6.791840330914213e+25,9.318939201016745e+25,9.32768899387753e+25,4.207535528057177e+26,3.501332274509046e+26,1583578122697.7285,58718229850739.1,2580000000000000.0,-3240000000000.0
1413012700848561.5,1874676048026286.8,1789727535705975.8,6583710415522630.0,4643028265057894.0,7366348.4415299855,229681739.56627297,8360000000.0,-14800000.0
1.8378899454101612e+16,2.339012026336552e+16,2.0217816649199604e+16,3.856197601112936e+16,1.263926582491972e+16,26977771.94756523,685578866.2678825,20800000000.0,-160000000.0
8487321368297316.0,1.1386014232929928e+16,1.1325073922237296e+16,5.004398821317694e+16,4.147325071303513e+16,17540214.183553036,632922291.9907272,26800000000.0,-16800000.0
8680384977754147.0,1.1378091795201472e+16,1.0611302842505734e+16,3.4543843311180096e+16,2.2898104427400628e+16,18302828.88016726,548994438.5430956,20400000000.0,-57800000.0
5535817078211904.0,7495159150716481.0,7445297175684451.0,3.269218092707035e+16,2.6721176261001596e+16,14498544.721372511,509915113.8044957,18400000000.0,-97100000.0
2.2300289900966258e+23,3.027546169463293e+23,3.0322311990373736e+23,1.3698595452382132e+24,1.1386230047046701e+24,93618431252.48103,3352289853879.047,126000000000000.0,-292000000000.0
3.204244982838568e+24,4.346507356687926e+24,4.34369666655106e+24,1.9471169781099524e+25,1.607368966467734e+25,354889337300.4808,12575482512217.53,477000000000000.0,-296000000000.0
1.9549042089510804e+16,2.724317478753531e+16,2.7273970519556612e+16,1.2272772177322925e+17,1.0108760071220973e+17,22420539.856487762,974826733.3164736,48500000000.0,-285000000.0
4.28280273970585e+25,5.804740285422421e+25,5.807670345183236e+25,2.6168613575110173e+26,2.178952390441446e+26,1298203018919.7124,46384003308464.94,1710000000000000.0,-1570000000000.0
1392818756615551.2,1858639049255353.2,1745296110984165.5,5979349608767570.0,4328555723994253.0,7113113.013425718,226968467.53834298,9120000000.0,-31000000.0
3.088453304935221e+29,4.2796373557638224e+29,4.28160706153636e+29,1.9289816759385878e+30,1.606395863712923e+30,94922955080245.23,3973363280667820.5,1.95e+17,-125000000000000.0
1.4080272881984915e+26,1.8931257992527733e+26,1.8906541552198005e+26,8.474643289694098e+26,7.055602427669115e+26,2337744876080.8154,83491670267610.66,3270000000000000.0,-39400000000.0
1.2871233424812577e+25,1.7412600794734262e+25,1.742964259660663e+25,7.862932470725924e+25,6.542187625645729e+25,711430438131.3453,25420580210427.258,913000000000000.0,-1480000000000.0
5.150951696354578e+24,6.970287806317794e+24,6.975029490737838e+24,3.14425772073743e+25,2.6173220177147813e+25,450162272705.09937,16078408098100.611,575000000000000.0,-609000000000.0
7520616846671117.0,1.0115061646647104e+16,9966492452932600.0,4.234527592832516e+16,3.37425654717615e+16,16882932.686832614,566713777.7684844,20300000000.0,-40300000.0
5.0348847304728055e+25,6.657855612434559e+25,6.6586091930059545e+25,2.9972971545626263e+26,2.4972493271183266e+26,1216873898907.1436,49798920869281.78,2420000000000000.0,-386000000000.0
2.815922730059195e+16,3.8106635795524696e+16,3.806732983827826e+16,1.696320518834416e+17,1.3867398508535443e+17,32548136.23530271,1157646917.7796938,44400000000.0,-300000000.0
1.3795774349576978e+16,1.860187540425145e+16,1.856440925294816e+16,8.316887700792053e+16,6.94244090809799e+16,22633783.192577086,812890485.6033037,32700000000.0,-41200.0
3713647017938097.5,5072451605933291.0,5076779676202750.0,2.288127662603326e+16,1.8895427497734836e+16,11830512.762684047,423024779.27687925,16300000000.0,-82300000.0
4.296203657757998e+24,5.832023514187084e+24,5.840973646798938e+24,2.6386986428859353e+25,2.1934636511031116e+25,410938331760.0224,14712065804781.182,552000000000000.0,-1210000000000.0
9.366292866437622e+26,1.2576279861454422e+27,1.2582848400398224e+27,5.669901121521658e+27,4.7212256595403785e+27,5989397324647.336,216135165027306.2,8750000000000000.0,-10200000000000.0
2186199578142134.0,2895765601629501.5,2855928315997940.5,1.219895451166409e+16,9873614064624118.0,8372375.384936268,315103891.7663637,14800000000.0,-55100000.0
7.224065057675544e+25,9.605164369079003e+25,9.598301919384946e+25,4.3113252533514884e+26,3.5958446753448705e+26,1579236110214.5776,59714197767993.766,2720000000000000.0,-196000000000.0
1236128150203357.2,1670292217412749.0,1619634688377057.2,6527058490883740.0,5147134530405236.0,6746432.8139134785,230782476.22692618,9820000000.0,-17600000.0
5.562427616193143e+24,7.461007603880558e+24,7.461334399423032e+24,3.3580604235479892e+25,2.797937489711788e+25,460370013637.63763,16640556561104.496,681000000000000.0,-100000000000.0
7565954962032039.0,1.0129067318074416e+16,1.0114192643942172e+16,4.529055795477903e+16,3.746366282584074e+16,16164665.676536225,599007396.6055069,26700000000.0,-15600000.0
2.7881884537232877e+22,3.7426146201742906e+22,3.738546359382268e+22,1.6776543441237872e+23,1.3995197902807985e+23,32743690107.310413,1176982129232.1707,47200000000000.0,-8770000.0
9645979891393720.0,1.2557323860188614e+16,1.1386065981729992e+16,3.1406325607561452e+16,1.260230403700216e+16,19369697.67107553,493194567.4767961,16700000000.0,-37100000.0
1.5262601595934884e+23,2.055980225048158e+23,2.0544375960115254e+23,9.227293902126315e+23,7.694594275987021e+23,77207441070.22217,2758580796912.318,105000000000000.0,-15600000.0
1.5634627563653517e+25,2.115141650062258e+25,2.1136142985186714e+25,9.494013369964232e+25,7.919383735785479e+25,784527777429.0322,27970920593047.38,1010000000000000.0,-142000000.0
2770316921357499.0,3799961026717018.0,3808429107702869.0,1.7219692945948022e+16,1.4156999038053704e+16,10137601.510332618,365673304.6261194,14900000000.0,-81500000.0
1350460801078504.5,1848271122193239.5,1845770227716989.0,8271075897304196.0,6835402951868090.0,7087149.106961718,254249668.5688942,10300000000.0,-47000000.0
2.536611197776607e+22,3.456775265214826e+22,3.4606172157669292e+22,1.5614995745562418e+23,1.2978443128758623e+23,31403130766.084515,1131451829798.5535,45300000000000.0,-77700000000.0
4600547729273396.0,6137397754019352.0,6085647117271268.0,2.665936938163001e+16,2.2138736324885944e+16,12633267.070171898,463521859.8060341,20600000000.0,-3460000.0
1.3675885708099752e+24,1.836282718355462e+24,1.8340888879784363e+24,8.228639570296601e+24,6.868480691260036e+24,229571297468.49823,8244690666116.504,329000000000000.0,-19100000.0
1.3085046628504262e+26,1.7977646612430903e+26,1.7985703622419914e+26,8.102944254568552e+26,6.747851191007881e+26,2176574237576.7473,81506329480133.48,3650000000000000.0,-2810000000000.0
5369934338448203.0,7081587444304962.0,6883549954018906.0,2.7582681907062244e+16,2.1507405291282736e+16,13524939.583826533,474317970.0859292,21800000000.0,-62400000.0
1.9873949983464663e+18,2.5298543406070876e+18,2.318447779293039e+18,6.104023419630747e+18,5.596077688273459e+17,257045194.05240902,6844891408.54973,244000000000.0,-1900000000.0
6.072990061849383e+25,8.17930168875712e+25,8.188564330055975e+25,3.695529300899282e+26,3.0744006272882725e+26,1536144343551.6042,55133080067266.125,2140000000000000.0,-3030000000000.0
1.79476221992814e+17,2.441781092270913e+17,2.4511462842344176e+17,1.1140706804163356e+18,9.228316024071905e+17,82393812.83736892,2956052588.112379,108000000000.0,-571000000.0
1.2179062937900664e+23,1.6339135091145466e+23,1.6333876187118587e+23,7.342846592899783e+23,6.113379416779974e+23,68213803617.21774,2458164154028.461,100000000000000.0,-56400000000.0
2360790661232633.0,3175417000216660.0,3171324860389907.0,1.4240436663308226e+16,1.1869217603057678e+16,9268699.623299068,336424115.2994803,14100000000.0,-60900.0
6.95199394759379e+23,9.318607879080085e+23,9.310279871262645e+23,4.180226988482484e+24,3.487580928906613e+24,162682088559.51956,5876048658076.221,241000000000000.0,-30300000.0
4.479319232985266e+18,6.041609321411357e+18,5.658059033125695e+18,1.7472305615015602e+19,5.888241343811405e+18,305853891.3932513,11520164655.96574,540000000000.0,-3820000000.0
3.1876855738258556e+22,4.21946955345124e+22,4.2120201850198e+22,1.8869510760577338e+23,1.5762472211042012e+23,26328280952.14799,1232089485421.3162,62000000000000.0,-2680000.0
948451318486525.8,1278940523762168.2,1226497259628018.5,4607506164142806.0,3425035093204397.5,5843128.616287811,194527395.8232965,8600000000.0,-14700000.0
1.5137775979365747e+25,2.0548736696213433e+25,2.057030013297728e+25,9.281565526874489e+25,7.722334047965344e+25,771309075569.1471,27607604449450.766,1040000000000000.0,-1540000000000.0
5400761728958485.0,7331240399979853.0,7299217730654552.0,3.2473143337853064e+16,2.7094595822973744e+16,14317012.317535238,507074922.8071316,18400000000.0,-515000.0
1.5445858735923628e+25,2.084765457040246e+25,2.0864983709469633e+25,9.409348905174182e+25,7.831219904247311e+25,777818316686.4177,27819579797530.906,1040000000000000.0,-1540000000000.0
9687322265185528.0,1.319020667500084e+16,1.3190151723985608e+16,5.939234349545995e+16,4.9416310538383336e+16,19158210.30957263,683838191.2949821,25200000000.0,-19000000.0
1.0891526453792184e+16,1.4633648107207234e+16,1.4668060367182724e+16,6.6328114091880184e+16,5.453708719262551e+16,19577414.286572017,722322424.3670764,31600000000.0,-140000000.0
8.779655828644647e+25,1.1887507941922124e+26,1.1901173645982267e+26,5.370399747846255e+26,4.464402079214841e+26,1858556244532.741,66388798667409.234,2390000000000000.0,-3870000000000.0
5.283970348335882e+26,7.141269878716155e+26,7.146692279495254e+26,3.222275604281343e+27,2.682173106552378e+27,4555839165699.3545,162785416951711.56,5940000000000000.0,-7040000000000.0
2637820498814060.0,3554454593645362.5,3562562725252258.0,1.6138234071612668e+16,1.3379367359734938e+16,9785470.526617192,357081466.9070786,15000000000.0,-61600000.0
4.04898733587315e+16,5.40650039428885e+16,5.345869086308534e+16,2.2708542037987437e+17,1.7213993882257978e+17,38043784.155320026,1225154425.8215966,54200000000.0,-315000000.0
2.1726682385336085e+23,3.028089715937118e+23,3.023470953452342e+23,1.3553199792261466e+24,1.1319452465799158e+24,64855518487.95494,3249005404935.2715,164000000000000.0,-10500000.0
2.7101529149779506e+24,3.680987079608649e+24,3.6768374557699694e+24,1.6498408286162187e+25,1.376871363058051e+25,325879391996.38196,11658051039354.045,452000000000000.0,-113000000.0
1.5765908493776342e+25,2.1223384871635385e+25,2.124947284210643e+25,9.592399526957137e+25,7.978894739753905e+25,781708666405.3307,28088377692535.984,1100000000000000.0,-1850000000000.0
2700540717094078.0,3598537929941099.5,3608614616302610.5,1.6360608593647484e+16,1.3533920696885176e+16,8910073.4083381,360481918.62857234,17400000000.0,-90600000.0
5832495949024342.0,7768347407622929.0,7751955992095669.0,3.472429091539964e+16,2.8990749358773264e+16,13555787.18000301,527338172.79910773,24800000000.0,-50100000.0
1.1343681885255992e+16,1.5056422298841146e+16,1.5032459736251738e+16,6.737783061647212e+16,5.60513925992125e+16,17691242.97505097,734495135.40178,36000000000.0,-147000.0
969283234826148.4,1317175224835780.0,1317496607259254.0,5928463322702340.0,4884356682145261.0,6060942.354033998,215411417.36245173,7720000000.0,-47000000.0
1316525272494665.8,1809117885942755.2,1810390283024586.2,8167486095064936.0,6776867430333973.0,6921992.538068077,252612894.914541,10700000000.0,-20800000.0
2.1628924207822876e+16,2.9743716527370948e+16,2.9735646707207236e+16,1.3322893095322437e+17,1.096268999845659e+17,27910772.1550572,1020499680.0339926,44000000000.0,-230000000.0
6.848090692104985e+25,9.346242439399308e+25,9.349940005445808e+25,4.2118089316989904e+26,3.507708228388836e+26,1624052532074.6519,58806622773240.02,2420000000000000.0,-1990000000000.0
1.0210250462657622e+16,1.3157349736867648e+16,1.1616686434594748e+16,2.6180718130865348e+16,2116429322311619.2,19951947.81625585,433956668.442091,14100000000.0,-28400000.0
4.536253933496198e+26,6.111689270309486e+26,6.112605367711268e+26,2.7517820822192706e+27,2.2926029585382905e+27,4206241021814.7144,150557309173874.03,5760000000000000.0,-3300000000000.0
5.9342749206321614e+26,8.04261954690032e+26,8.051142635721758e+26,3.632820604725136e+27,3.022585719769984e+27,4832319098546.143,172750620408555.6,6330000000000000.0,-9360000000000.0
1.4516901623770235e+25,1.957128538554624e+25,1.9555107665528635e+25,8.781554025302746e+25,7.3263796021641056e+25,753985176437.2294,26913862090163.125,1010000000000000.0,-111000000.0
